element_id,player_name,round,is_home,opponent_difficulty,prev_minutes_avg,prev_points_avg,prev_xg_avg,prev_xa_avg,prev_ict_avg,prev_goals_sum,prev_assists_sum,prev_starts_rate,season_points_before,total_points
15,Nichols,13,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,Nichols,14,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,Nichols,15,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,Saka,4,1,2,47.333333333333336,3.0,0.08666666666666667,0.04,4.233333333333333,1.0,0.0,0.3333333333333333,9.0,0
16,Saka,5,1,4,35.5,2.25,0.065,0.03,3.175,1.0,0.0,0.25,9.0,1
16,Saka,6,0,4,37.4,2.0,0.06,0.06599999999999999,3.44,1.0,0.0,0.2,10.0,2
16,Saka,7,1,2,33.2,1.8,0.046,0.05,3.6599999999999993,1.0,0.0,0.2,12.0,8
16,Saka,8,0,3,40.8,2.2,0.192,0.266,3.6799999999999997,1.0,0.0,0.4,20.0,7
16,Saka,9,1,3,58.8,3.6,0.20600000000000002,0.376,6.74,1.0,0.0,0.6,27.0,3
16,Saka,10,0,2,71.8,4.2,0.21000000000000002,0.378,6.88,1.0,0.0,0.8,30.0,3
16,Saka,11,0,3,80.8,4.6,0.31799999999999995,0.34800000000000003,7.5200000000000005,1.0,0.0,1.0,33.0,12
16,Saka,12,1,3,85.0,6.6,0.40599999999999997,0.384,9.24,2.0,0.0,1.0,45.0,4
16,Saka,13,0,3,85.0,5.8,0.26,0.18,8.7,1.0,0.0,1.0,49.0,5
16,Saka,14,1,3,85.0,5.4,0.284,0.186,6.959999999999999,1.0,1.0,1.0,54.0,6
16,Saka,15,0,3,77.8,6.0,0.39999999999999997,0.186,8.3,2.0,1.0,0.8,60.0,4
17,Ødegaard,4,1,2,49.0,2.3333333333333335,0.04666666666666667,0.11666666666666665,2.3333333333333335,0.0,0.0,0.3333333333333333,7.0,1
17,Ødegaard,5,1,4,41.0,2.0,0.035,0.0875,1.875,0.0,0.0,0.25,8.0,0
17,Ødegaard,6,0,4,32.8,1.6,0.028000000000000004,0.06999999999999999,1.5,0.0,0.0,0.2,8.0,4
17,Ødegaard,7,1,2,16.4,1.4,0.01,0.062,1.1,0.0,1.0,0.0,12.0,1
17,Ødegaard,8,0,3,14.8,1.4,0.0,0.094,1.3199999999999998,0.0,1.0,0.0,13.0,0
17,Ødegaard,9,1,3,10.8,1.2,0.0,0.092,1.2,0.0,1.0,0.0,13.0,0
17,Ødegaard,10,0,2,7.4,1.0,0.0,0.092,1.1,0.0,1.0,0.0,13.0,0
17,Ødegaard,11,0,3,7.4,1.0,0.0,0.092,1.1,0.0,1.0,0.0,13.0,0
17,Ødegaard,12,1,3,5.8,0.2,0.0,0.041999999999999996,0.4,0.0,0.0,0.0,13.0,0
17,Ødegaard,13,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1
17,Ødegaard,14,1,3,6.6,0.2,0.0,0.008,0.08,0.0,0.0,0.0,14.0,3
17,Ødegaard,15,0,3,24.6,0.8,0.004,0.024,1.56,0.0,0.0,0.2,17.0,2
18,Madueke,4,1,2,60.333333333333336,2.0,0.04666666666666667,0.04666666666666667,3.1999999999999997,0.0,0.0,0.6666666666666666,6.0,3
18,Madueke,5,1,4,64.75,2.25,0.035,0.2125,5.375,0.0,0.0,0.75,9.0,1
18,Madueke,6,0,4,60.8,2.0,0.05800000000000001,0.172,4.92,0.0,0.0,0.6,10.0,0
18,Madueke,7,1,2,54.8,1.8,0.05800000000000001,0.16799999999999998,4.640000000000001,0.0,0.0,0.6,10.0,0
18,Madueke,8,0,3,42.2,1.2,0.05800000000000001,0.15,3.7800000000000002,0.0,0.0,0.4,10.0,0
18,Madueke,9,1,3,24.6,0.8,0.03,0.144,3.0,0.0,0.0,0.2,10.0,0
18,Madueke,10,0,2,9.0,0.2,0.03,0.002,0.62,0.0,0.0,0.0,10.0,0
18,Madueke,11,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0
18,Madueke,12,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1
18,Madueke,13,0,3,2.4,0.2,0.0,0.002,0.1,0.0,0.0,0.0,11.0,1
18,Madueke,14,1,3,9.0,0.4,0.0,0.008,0.22000000000000003,0.0,0.0,0.0,12.0,3
18,Madueke,15,0,3,21.0,1.0,0.026000000000000002,0.022000000000000002,1.3,0.0,0.0,0.2,15.0,1
19,Martinelli,4,1,2,42.666666666666664,1.3333333333333333,0.006666666666666667,0.0033333333333333335,1.5333333333333332,0.0,0.0,0.3333333333333333,4.0,1
19,Martinelli,5,1,4,35.0,1.25,0.005,0.0025,1.3,0.0,0.0,0.25,5.0,7
19,Martinelli,6,0,4,30.0,2.4,0.036,0.002,2.04,1.0,0.0,0.2,12.0,1
19,Martinelli,7,1,2,22.2,2.4,0.042,0.002,1.4200000000000002,1.0,0.0,0.2,13.0,1
19,Martinelli,8,0,3,24.4,2.6,0.042,0.013999999999999999,1.78,1.0,0.0,0.2,14.0,1
19,Martinelli,9,1,3,12.4,2.2,0.146,0.014000000000000002,2.52,1.0,0.0,0.0,15.0,1
19,Martinelli,10,0,2,14.8,2.2,0.146,0.014000000000000002,2.46,1.0,0.0,0.0,16.0,0
19,Martinelli,11,0,3,12.8,0.8,0.11399999999999999,0.014000000000000002,1.46,0.0,0.0,0.0,16.0,0
19,Martinelli,12,1,3,8.8,0.6,0.10400000000000001,0.012,1.3199999999999998,0.0,0.0,0.0,16.0,0
19,Martinelli,13,0,3,6.6,0.4,0.10400000000000001,0.0,0.96,0.0,0.0,0.0,16.0,1
19,Martinelli,14,1,3,16.0,0.4,0.022,0.002,0.32,0.0,0.0,0.0,17.0,3
19,Martinelli,15,0,3,23.2,0.8,0.04,0.006,0.8,0.0,0.0,0.2,20.0,1
20,Trossard,4,1,2,12.333333333333334,0.3333333333333333,0.023333333333333334,0.01,1.0333333333333334,0.0,0.0,0.0,1.0,4
20,Trossard,5,1,4,12.0,1.25,0.0175,0.07250000000000001,1.5750000000000002,0.0,1.0,0.0,5.0,2
20,Trossard,6,0,4,26.2,1.4,0.042,0.07200000000000001,1.8399999999999999,0.0,1.0,0.2,7.0,2
20,Trossard,7,1,2,43.6,1.8,0.10800000000000001,0.096,2.46,0.0,1.0,0.4,9.0,3
20,Trossard,8,0,3,51.0,2.2,0.11800000000000002,0.10800000000000001,3.0200000000000005,0.0,1.0,0.6,12.0,10
20,Trossard,9,1,3,67.0,4.2,0.238,0.12200000000000003,5.16,1.0,1.0,0.8,22.0,3
20,Trossard,10,0,2,82.8,4.0,0.306,0.08000000000000002,5.44,1.0,0.0,1.0,25.0,6
20,Trossard,11,0,3,84.2,4.8,0.332,0.096,6.38,1.0,1.0,1.0,31.0,9
20,Trossard,12,1,3,84.8,6.2,0.276,0.134,7.1,2.0,1.0,1.0,40.0,12
20,Trossard,13,0,3,85.4,8.0,0.296,0.132,8.18,3.0,2.0,1.0,52.0,0
20,Trossard,14,1,3,69.4,6.0,0.17600000000000002,0.118,6.04,2.0,2.0,0.8,52.0,0
20,Trossard,15,0,3,51.4,5.4,0.10800000000000001,0.10800000000000001,5.12,2.0,2.0,0.6,52.0,6
21,Rice,4,1,2,87.33333333333333,5.333333333333333,0.049999999999999996,0.21666666666666667,4.266666666666667,0.0,2.0,1.0,16.0,1
21,Rice,5,1,4,71.0,4.25,0.0375,0.17,3.375,0.0,2.0,0.75,17.0,3
21,Rice,6,0,4,74.8,4.0,0.03,0.168,3.8200000000000003,0.0,2.0,0.8,20.0,9
